f_metab,f_maint,dTopt,dCp_scale
0.2933792315217825,0.328374613586395,-0.6144159612719626,1.2631418819107845
0.2876792004019668,0.3263138946258562,5.717229740617956,1.7948850107953853
0.23309295332236865,0.3491437007389641,-0.47535131086748095,1.693273208584759
0.4459558495644195,0.311009642747143,-4.130319482929164,1.1818312763814918
0.22174220129205066,0.34216407251129405,5.479654475932385,1.834221083244477
0.24829051187000484,0.34059965936834496,4.151480902556836,1.0127407850024845
0.459788085553398,0.3535626750493554,-5.354122685554744,1.7590388599494329
0.20899126863887876,0.3350250621556532,0.8483931414452117,1.6735516798441152
0.5083589491074645,0.3035194307380481,3.138699669894695,0.5635337786901137
0.3455412892238967,0.29872617561395,-2.9459335882885407,0.9992206302606266
0.40696912746439196,0.30928947263459944,-0.559294101810428,0.8842487819032847
0.2005070418500672,0.35957542009873206,5.5489111115533465,0.8655871224037228
0.21853158022001432,0.2893169777340673,-5.668328690600326,1.5776612882305647
0.4717265485131029,0.30016469653238786,-1.0191323926057203,1.423980592282956
0.539291781248091,0.2934489304198519,-1.1876537096416584,0.5941011285080151
0.32579884676938986,0.3574940901428307,3.8354279104425046,1.2785011327061415
0.4316873641477491,0.35476510181052956,5.078478183283702,1.2170083577491675
0.2386173263617075,0.2841969409392959,-0.815052483042118,1.1689723451475085
0.2985000664363788,0.30631440257754544,0.9410497937915938,1.0996938665313332
0.21370071035734903,0.26506742615030515,-3.782682532955672,1.8514309966661258
0.270742207961685,0.2797953731106307,5.223148300110374,1.1473540657174062
0.5710342963568958,0.291614401731191,2.917451218660645,1.0354436591690739
0.42681203451109395,0.34640271819453583,1.9308662964722263,1.4727678515228204
0.3539118554863129,0.3274951461707433,-1.52624947127501,1.357235139822138
0.38333124941709346,0.3303057000449695,0.06195757301134641,0.903433825774047
0.5652627576316167,0.3363073110426855,4.21326794943578,1.917098311031248
0.49193413121833,0.32804850439671657,1.5456330710331532,1.1225462889360656
0.2950122195646243,0.3147973204464114,-0.7256867467227099,1.461585124095113
0.25618362345651036,0.3343640595562133,-3.9697893570683083,1.3983915848460355
0.5281419114121444,0.2663158988378188,1.2335015753638032,1.944300887961953
0.2836426919650525,0.2918002628303259,1.4273526389687632,0.520437409206143
0.3885800783537425,0.3338602503585917,5.189026533599332,1.8224594806989076
0.23710127945167692,0.28723822175366476,-2.831304785881994,0.7302912535468381
0.4090896484105374,0.26685444655423024,0.3208866051827197,0.5280091437432552
0.36594287218667476,0.26423525645235757,2.731036984455292,0.6937455446157892
0.5005892346064149,0.27292629231076204,-1.4212830995340333,0.8233412962806652
0.3567307944119903,0.28351242892283585,-0.3295006442805528,0.6528903530011354
0.28066883984331953,0.3523757933138577,-2.2964967743979736,0.6074795472013935
0.4777317581904015,0.35012750135780524,4.487553966748452,0.7533301192365787
0.3324052216485427,0.3088395901866562,-5.4231899878462135,1.039484650091345
0.4742647639188571,0.34752108932259806,-4.66252614844151,0.5038297145662136
0.42001517044658065,0.35307585983410367,-2.139555642105243,1.9757383226542262
0.27852952319770524,0.32417648424898315,-0.9758305862003818,1.5330026634188425
0.4671352069665656,0.26218251538392245,2.361850706736009,1.7437024631225686
0.45328037773148794,0.29042202370004716,4.702840158655313,0.6839316846401803
0.39713064312959073,0.3071310092582746,-1.2209281042617777,0.6261874678647734
0.40261338026517934,0.3414137425611671,4.300097411767606,1.596723165047625
0.5583113590141122,0.3494952640427869,-5.980603570752712,1.2546210280569565
0.5060181266193168,0.2676993426795138,-2.002648454890397,1.5194148381033195
0.3159891271954113,0.27460243832863557,0.6872379313503929,1.4472186641756717
0.5560535032980175,0.31884352573695335,-5.879165620559034,0.5424357926340311
0.27327265549817453,0.355223032635562,5.939817655224143,0.7839048049725501
0.2671879251849005,0.3181239436848574,1.6924788888185596,0.7379641927694597
0.4642899645171945,0.30435508808537515,4.647077719236963,0.5548552533703522
0.2917260078733644,0.3031776719338718,2.2325310604565214,0.5803679425255938
0.5383312423923754,0.28087330894272816,3.98456463674526,0.6186212093782665
0.22804399089577237,0.27606885689491145,-1.8276313014095145,1.5608233253109776
0.49118770726120997,0.270687637051752,1.0808201283276428,1.7182878490053526
0.3474050435271239,0.3375355880272887,-2.495415133686664,0.8400431736191447
0.3055399724923944,0.2784624807570264,-1.793875182847989,1.6122172783889126
0.4402926667806889,0.3205331134294303,3.39064131469574,1.880005944086834
0.243508846629231,0.35811305022572304,-3.128832798864787,1.6237785542801952
0.4034870092314125,0.3386244396420003,-0.26065080906412685,1.8495744302215278
0.3379733635419769,0.27776233034175013,-5.115634664990359,1.7326792769417807
0.21260385853934521,0.260765118335769,-4.421645357999905,0.9573168729857344
0.3125330732184233,0.2967628987236516,4.568334155782598,1.7747317015465351
0.37155029273522466,0.3174484608871887,-4.009299199266223,1.3254602285407533
0.5617810095092601,0.3222184548310173,5.686782115838081,1.9076658678353517
0.3857592161728628,0.34677129899879794,-4.741875301731405,1.6489744374248048
0.42189845019253114,0.28864807219690397,1.1883290143218996,1.5110853229994197
0.5531912114029798,0.31408992586192575,-0.06317521922027591,1.1297952026113136
0.2537317423960425,0.2626604810157989,0.22132052390604962,1.5385586466423087
0.45754402895199475,0.32525594813972064,-2.716374165445317,0.799701389825265
0.45629238335067496,0.27336294888319973,3.735427863444036,1.4881636666688323
0.5788936161969049,0.31187064868611547,4.893460103463834,1.485422435430088
0.328955744439572,0.3012080681235827,0.7442591119909094,0.6687626693461624
0.5343225319819984,0.3153535790330507,-3.596666239538784,1.5692740054939236
0.48234800716430504,0.28328677336247343,-1.6385587257230059,0.71799379445447
0.36270231824042604,0.30229165138339,3.660070898651341,1.288162422890804
0.4861119726122955,0.3370125281263231,1.8934701289480156,0.8618477967794607
0.48116390491519845,0.2823851476867928,2.4016250070726723,1.0874656606549666
0.30967482882426167,0.28578464795864683,3.2359989441682337,1.4119183349740643
0.2599500361541179,0.2982667145786599,-5.527178513130288,1.367795524150042
0.5204494127108357,0.3056106736795823,-1.9283171056569461,1.2396939732006007
0.44147116346277504,0.3448943210430355,2.119365106529365,1.002109361142059
0.5034368850187041,0.32114421000118953,3.4803256378178773,1.059456341099649
0.3947689817747926,0.29289814997670766,2.0520966484601804,1.2057357368336974
0.34182497852465277,0.27518451635989344,5.87221515879714,0.9760914588785111
0.5688686748719662,0.3564135966225461,2.882561609749171,0.7064349504697996
0.3919750585495207,0.2803140885077317,-4.249845958262295,1.8995380037749912
0.260695199898773,0.3516236050507338,-5.082759516385921,0.7648406294572903
0.5485740534365894,0.31027966579904037,3.5839376365894644,1.1569758823568246
0.3696084632427935,0.2878063891779317,-3.4381137532404042,1.654054023900386
0.3766876266296902,0.32303887435154455,-4.954331341128736,1.9696543618598192
0.5194453354392314,0.3125284765660312,-5.7691295402136475,1.2270870615276122
0.5123680409700844,0.35837925340819243,-3.281244710055284,1.4252561719301515
0.5445415848674322,0.27126902543616604,-0.1385848994072374,1.9298263125549622
0.4367076375100514,0.27241627309187444,-3.8476616586828913,0.9420066007935046
0.24628395117477753,0.2766771338810698,4.0594011227851095,0.9337523057195274
0.3209226568871849,0.3162777584974727,-2.527321678269921,0.9714188621941049
0.44716734000072655,0.29586521937653343,-2.664623689624299,1.1090154002915655
0.5239139980282232,0.3398193587650532,3.0677915312586066,1.7807282955037154
0.3348963768229789,0.33220748011447115,1.702586557051351,0.8978724228190031
0.20438970122999353,0.2616345488420968,0.19082852628660874,1.3848750499373534
0.4945263270459542,0.2943946461339768,-5.28680380956292,0.836881452692041
0.4131754448999332,0.2638000529338033,5.358358005144465,1.8036468150719003
0.4175236566566373,0.31957211014727416,-3.6260724721823716,1.3201074491175948
0.22997780044518495,0.34403509916431146,-1.32761871219052,1.7072449261847307
0.3505029647346608,0.3451666633599908,-3.0642950113867595,1.8679688741684735
0.42841208658661534,0.32983554261268605,-2.3104083035178036,1.9575784348329035
0.516232231807402,0.2695366824682493,0.5426356667934105,0.8108550806281288
0.3592324956834614,0.29953621709714534,1.3576818005730367,0.6385314778337586
0.5456229444011194,0.3081491923635293,0.4833416823474188,1.9885557949510662
0.3198353690197064,0.33270232806131783,-3.331251701581211,1.6329851831670936
0.26474653862110203,0.2683950298604806,-4.5002056843064615,1.197971408319971
0.5302193293675768,0.33133794455881294,2.6712189580103214,1.0629638042734058
0.2244972433261398,0.2952381942017763,-4.896422566909255,1.6779654242969195
0.5745868555529183,0.34273066107269357,2.5194773893169042,1.346609829388501
0.302515492036935,0.323497595088297,4.911177035870317,0.9136770730848993
0.37763766142030625,0.2865853051671126,-4.337640608737788,1.30679509895637
